Subject,Threshold,Metric,Network,ExpMin,RefMin,Value
PFM3T7T02,0.99,PPV_cort,SMd,35,70,0.873255375330064
PFM3T7T02,0.99,PPV_cort,SMd,40,70,0.887747336377473
PFM3T7T02,0.99,PPV_cort,SMd,45,70,0.855618776671408
PFM3T7T02,0.99,PPV_cort,SMd,5,70,1.0
PFM3T7T02,0.99,PPV_cort,SMd,50,70,0.852191641182467
PFM3T7T02,0.99,PPV_cort,SMd,55,70,0.843025330003568
PFM3T7T02,0.99,PPV_cort,SMd,60,70,0.829846582984658
PFM3T7T02,0.99,PPV_cort,SMd,65,70,0.821815718157182
PFM3T7T02,0.99,PPV_cort,SMd,70,70,0.782315112540193
PFM3T7T02,0.99,PPV_cort,SMl,10,70,0.581051716644937
PFM3T7T02,0.99,PPV_cort,SMl,15,70,0.574257425742574
PFM3T7T02,0.99,PPV_cort,SMl,20,70,0.706680584551148
PFM3T7T02,0.99,PPV_cort,SMl,25,70,0.722222222222222
PFM3T7T02,0.99,PPV_cort,SMl,30,70,0.616984402079723
PFM3T7T02,0.99,PPV_cort,SMl,35,70,0.694564694564695
PFM3T7T02,0.99,PPV_cort,SMl,40,70,0.876876876876877
PFM3T7T02,0.99,PPV_cort,SMl,45,70,0.782586295723854
PFM3T7T02,0.99,PPV_cort,SMl,5,70,0.528455284552846
PFM3T7T02,0.99,PPV_cort,SMl,50,70,0.71900826446281
PFM3T7T02,0.99,PPV_cort,SMl,55,70,0.703019378098242
PFM3T7T02,0.99,PPV_cort,SMl,60,70,0.7675
PFM3T7T02,0.99,PPV_cort,SMl,65,70,0.788986103962944
PFM3T7T02,0.99,PPV_cort,SMl,70,70,0.757498729028978
PFM3T7T02,0.99,PPV_cort,Sal,10,70,1.0
PFM3T7T02,0.99,PPV_cort,Sal,15,70,1.0
PFM3T7T02,0.99,PPV_cort,Sal,20,70,1.0
PFM3T7T02,0.99,PPV_cort,Sal,25,70,0.986
PFM3T7T02,0.99,PPV_cort,Sal,30,70,0.94151212553495
PFM3T7T02,0.99,PPV_cort,Sal,35,70,0.979481641468683
PFM3T7T02,0.99,PPV_cort,Sal,40,70,0.979391560353288
PFM3T7T02,0.99,PPV_cort,Sal,45,70,0.982776089159068
PFM3T7T02,0.99,PPV_cort,Sal,5,70,
PFM3T7T02,0.99,PPV_cort,Sal,50,70,0.980885311871227
PFM3T7T02,0.99,PPV_cort,Sal,55,70,0.962606837606838
PFM3T7T02,0.99,PPV_cort,Sal,60,70,0.987028301886792
PFM3T7T02,0.99,PPV_cort,Sal,65,70,0.989090909090909
PFM3T7T02,0.99,PPV_cort,Sal,70,70,0.994736842105263
PFM3T7T02,0.99,PPV_cort,Tpole,10,70,0.479166666666667
PFM3T7T02,0.99,PPV_cort,Tpole,15,70,0.515625
PFM3T7T02,0.99,PPV_cort,Tpole,20,70,0.84
PFM3T7T02,0.99,PPV_cort,Tpole,25,70,0.926829268292683
PFM3T7T02,0.99,PPV_cort,Tpole,30,70,0.861244019138756
PFM3T7T02,0.99,PPV_cort,Tpole,35,70,0.814432989690722
PFM3T7T02,0.99,PPV_cort,Tpole,40,70,0.839857651245552
PFM3T7T02,0.99,PPV_cort,Tpole,45,70,0.842105263157895
PFM3T7T02,0.99,PPV_cort,Tpole,5,70,
PFM3T7T02,0.99,PPV_cort,Tpole,50,70,0.841750841750842
PFM3T7T02,0.99,PPV_cort,Tpole,55,70,0.866013071895425
PFM3T7T02,0.99,PPV_cort,Tpole,60,70,0.889655172413793
PFM3T7T02,0.99,PPV_cort,Tpole,65,70,0.900763358778626
PFM3T7T02,0.99,PPV_cort,Tpole,70,70,0.897727272727273
PFM3T7T02,0.99,PPV_cort,VAN,10,70,0.953823953823954
PFM3T7T02,0.99,PPV_cort,VAN,15,70,0.911003945637878
PFM3T7T02,0.99,PPV_cort,VAN,20,70,0.951898734177215
PFM3T7T02,0.99,PPV_cort,VAN,25,70,0.973214285714286
PFM3T7T02,0.99,PPV_cort,VAN,30,70,0.980808080808081
PFM3T7T02,0.99,PPV_cort,VAN,35,70,0.985081175954366
PFM3T7T02,0.99,PPV_cort,VAN,40,70,0.98855129898723
PFM3T7T02,0.99,PPV_cort,VAN,45,70,0.981818181818182
PFM3T7T02,0.99,PPV_cort,VAN,5,70,0.973353071798668
PFM3T7T02,0.99,PPV_cort,VAN,50,70,0.982744107744108
PFM3T7T02,0.99,PPV_cort,VAN,55,70,0.964087375046279
PFM3T7T02,0.99,PPV_cort,VAN,60,70,0.957509157509158
PFM3T7T02,0.99,PPV_cort,VAN,65,70,0.961673699015471
PFM3T7T02,0.99,PPV_cort,VAN,70,70,0.957891012031139
PFM3T7T02,0.99,PPV_cort,Vis,10,70,0.949422946367957
PFM3T7T02,0.99,PPV_cort,Vis,15,70,0.938952536824877
PFM3T7T02,0.99,PPV_cort,Vis,20,70,0.934743694060212
PFM3T7T02,0.99,PPV_cort,Vis,25,70,0.90981308411215
PFM3T7T02,0.99,PPV_cort,Vis,30,70,0.938080495356037
PFM3T7T02,0.99,PPV_cort,Vis,35,70,0.941982272360999
PFM3T7T02,0.99,PPV_cort,Vis,40,70,0.963007570543703
PFM3T7T02,0.99,PPV_cort,Vis,45,70,0.952286610533267
PFM3T7T02,0.99,PPV_cort,Vis,5,70,0.950248756218905
PFM3T7T02,0.99,PPV_cort,Vis,50,70,0.958933959101576
PFM3T7T02,0.99,PPV_cort,Vis,55,70,0.955640471839176
PFM3T7T02,0.99,PPV_cort,Vis,60,70,0.949068732487226
PFM3T7T02,0.99,PPV_cort,Vis,65,70,0.941609421000981
PFM3T7T02,0.99,PPV_cort,Vis,70,70,0.939173927073249
PFM3T7T02,0.99,TNR_cort,Aud,10,70,0.998953200859097
PFM3T7T02,0.99,TNR_cort,Aud,15,70,0.998501994332846
PFM3T7T02,0.99,TNR_cort,Aud,20,70,0.998195173894995
PFM3T7T02,0.99,TNR_cort,Aud,25,70,0.998213222156045
PFM3T7T02,0.99,TNR_cort,Aud,30,70,0.998483946071796
PFM3T7T02,0.99,TNR_cort,Aud,35,70,0.998159077372895
PFM3T7T02,0.99,TNR_cort,Aud,40,70,0.998339559983396
PFM3T7T02,0.99,TNR_cort,Aud,45,70,0.997581533019294
PFM3T7T02,0.99,TNR_cort,Aud,5,70,0.998935152598047
PFM3T7T02,0.99,TNR_cort,Aud,50,70,0.997888353457144
PFM3T7T02,0.99,TNR_cort,Aud,55,70,0.997166423015142
PFM3T7T02,0.99,TNR_cort,Aud,60,70,0.996462540834191
PFM3T7T02,0.99,TNR_cort,Aud,65,70,0.99626400996264
PFM3T7T02,0.99,TNR_cort,Aud,70,70,0.995469886476438
PFM3T7T02,0.99,TNR_cort,AMN,10,70,0.946286349323949
PFM3T7T02,0.99,TNR_cort,AMN,15,70,0.936747545841823
PFM3T7T02,0.99,TNR_cort,AMN,20,70,0.933969253565475
PFM3T7T02,0.99,TNR_cort,AMN,25,70,0.937395814039637
PFM3T7T02,0.99,TNR_cort,AMN,30,70,0.944767549546212
PFM3T7T02,0.99,TNR_cort,AMN,35,70,0.951972587516207
PFM3T7T02,0.99,TNR_cort,AMN,40,70,0.960974254491572
PFM3T7T02,0.99,TNR_cort,AMN,45,70,0.954880533432117
PFM3T7T02,0.99,TNR_cort,AMN,5,70,0.918596036303019
PFM3T7T02,0.99,TNR_cort,AMN,50,70,0.956121503982219
PFM3T7T02,0.99,TNR_cort,AMN,55,70,0.953250601963327
PFM3T7T02,0.99,TNR_cort,AMN,60,70,0.951250231524356
PFM3T7T02,0.99,TNR_cort,AMN,65,70,0.950101870716799
PFM3T7T02,0.99,TNR_cort,AMN,70,70,0.95336173365438
PFM3T7T02,0.99,TNR_cort,DAN,10,70,0.996490131941637
PFM3T7T02,0.99,TNR_cort,DAN,15,70,0.996876033665331
PFM3T7T02,0.99,TNR_cort,DAN,20,70,0.998217501561983
PFM3T7T02,0.99,TNR_cort,DAN,25,70,0.997886728655959
PFM3T7T02,0.99,TNR_cort,DAN,30,70,0.998309382924768
PFM3T7T02,0.99,TNR_cort,DAN,35,70,0.997978610018744
PFM3T7T02,0.99,TNR_cort,DAN,40,70,0.997849976110846
PFM3T7T02,0.99,TNR_cort,DAN,45,70,0.997886728655959
PFM3T7T02,0.99,TNR_cort,DAN,5,70,0.999301701642839
PFM3T7T02,0.99,TNR_cort,DAN,50,70,0.997188430298798
PFM3T7T02,0.99,TNR_cort,DAN,55,70,0.996343121761182
PFM3T7T02,0.99,TNR_cort,DAN,60,70,0.99470763350362
PFM3T7T02,0.99,TNR_cort,DAN,65,70,0.994156345326914
PFM3T7T02,0.99,TNR_cort,DAN,70,70,0.99406446396413
PFM3T7T02,0.99,TNR_cort,DMN,10,70,0.985288723285132
PFM3T7T02,0.99,TNR_cort,DMN,15,70,0.984053130490183
PFM3T7T02,0.99,TNR_cort,DMN,20,70,0.976678185995328
PFM3T7T02,0.99,TNR_cort,DMN,25,70,0.973647122420217
PFM3T7T02,0.99,TNR_cort,DMN,30,70,0.974438674054482
PFM3T7T02,0.99,TNR_cort,DMN,35,70,0.977566268316698
PFM3T7T02,0.99,TNR_cort,DMN,40,70,0.982952680657181
PFM3T7T02,0.99,TNR_cort,DMN,45,70,0.978589493600015
PFM3T7T02,0.99,TNR_cort,DMN,5,70,0.984593702337973
PFM3T7T02,0.99,TNR_cort,DMN,50,70,0.977045002606329
PFM3T7T02,0.99,TNR_cort,DMN,55,70,0.981060679189914
PFM3T7T02,0.99,TNR_cort,DMN,60,70,0.980191903005966
PFM3T7T02,0.99,TNR_cort,DMN,65,70,0.980114678456281
PFM3T7T02,0.99,TNR_cort,DMN,70,70,0.980790393266019
PFM3T7T02,0.99,TNR_cort,FP,10,70,0.991932923754925
PFM3T7T02,0.99,TNR_cort,FP,15,70,0.990084218782096
PFM3T7T02,0.99,TNR_cort,FP,20,70,0.990756475135852
PFM3T7T02,0.99,TNR_cort,FP,25,70,0.993706933577338
PFM3T7T02,0.99,TNR_cort,FP,30,70,0.992997329648373
PFM3T7T02,0.99,TNR_cort,FP,35,70,0.994902055984015
PFM3T7T02,0.99,TNR_cort,FP,40,70,0.996881477470075
PFM3T7T02,0.99,TNR_cort,FP,45,70,0.996115852178297
PFM3T7T02,0.99,TNR_cort,FP,5,70,0.995835745364232
PFM3T7T02,0.99,TNR_cort,FP,50,70,0.996620044443615
PFM3T7T02,0.99,TNR_cort,FP,55,70,0.994397863718698
PFM3T7T02,0.99,TNR_cort,FP,60,70,0.995070120072454
PFM3T7T02,0.99,TNR_cort,FP,65,70,0.993370805400459
PFM3T7T02,0.99,TNR_cort,FP,70,70,0.992661201471495
PFM3T7T02,0.99,TNR_cort,MTL,10,70,0.997370151216305
PFM3T7T02,0.99,TNR_cort,MTL,15,70,0.997227997227997
PFM3T7T02,0.99,TNR_cort,MTL,20,70,0.996979227748458
PFM3T7T02,0.99,TNR_cort,MTL,25,70,0.996712689020381
PFM3T7T02,0.99,TNR_cort,MTL,30,70,0.995131225900457
PFM3T7T02,0.99,TNR_cort,MTL,35,70,0.995877534339073
PFM3T7T02,0.99,TNR_cort,MTL,40,70,0.998223075146152
PFM3T7T02,0.99,TNR_cort,MTL,45,70,0.997227997227997
PFM3T7T02,0.99,TNR_cort,MTL,5,70,0.999075999075999
PFM3T7T02,0.99,TNR_cort,MTL,50,70,0.997974305666613
PFM3T7T02,0.99,TNR_cort,MTL,55,70,0.998151998151998
PFM3T7T02,0.99,TNR_cort,MTL,60,70,0.998205305897614
PFM3T7T02,0.99,TNR_cort,MTL,65,70,0.997494535956074
PFM3T7T02,0.99,TNR_cort,MTL,70,70,0.997707766938536
PFM3T7T02,0.99,TNR_cort,PMN,10,70,0.999965698212877
PFM3T7T02,0.99,TNR_cort,PMN,15,70,0.999605529448084
PFM3T7T02,0.99,TNR_cort,PMN,20,70,0.999639831235207
PFM3T7T02,0.99,TNR_cort,PMN,25,70,1.0
PFM3T7T02,0.99,TNR_cort,PMN,30,70,1.0
PFM3T7T02,0.99,TNR_cort,PMN,35,70,0.999519774980276
PFM3T7T02,0.99,TNR_cort,PMN,40,70,0.999965698212877
PFM3T7T02,0.99,TNR_cort,PMN,45,70,0.999279662470415
PFM3T7T02,0.99,TNR_cort,PMN,5,70,0.999605529448084
PFM3T7T02,0.99,TNR_cort,PMN,50,70,0.999313964257538
PFM3T7T02,0.99,TNR_cort,PMN,55,70,0.99922820978973
PFM3T7T02,0.99,TNR_cort,PMN,60,70,0.999193908002607
PFM3T7T02,0.99,TNR_cort,PMN,65,70,0.99867938119576
PFM3T7T02,0.99,TNR_cort,PMN,70,70,0.998319212430968
PFM3T7T02,0.99,TNR_cort,PON,10,70,0.998208137165343
PFM3T7T02,0.99,TNR_cort,PON,15,70,0.997136532921088
PFM3T7T02,0.99,TNR_cort,PON,20,70,0.998366242709578
PFM3T7T02,0.99,TNR_cort,PON,25,70,0.998822992059588
PFM3T7T02,0.99,TNR_cort,PON,30,70,0.999033799451901
PFM3T7T02,0.99,TNR_cort,PON,35,70,0.998840559342281
PFM3T7T02,0.99,TNR_cort,PON,40,70,0.997628416836484
PFM3T7T02,0.99,TNR_cort,PON,45,70,0.997224369334551
PFM3T7T02,0.99,TNR_cort,PON,5,70,0.997575714988406
PFM3T7T02,0.99,TNR_cort,PON,50,70,0.996995994659546
PFM3T7T02,0.99,TNR_cort,PON,55,70,0.996802754549926
PFM3T7T02,0.99,TNR_cort,PON,60,70,0.997364907596093
PFM3T7T02,0.99,TNR_cort,PON,65,70,0.995555477478744
PFM3T7T02,0.99,TNR_cort,PON,70,70,0.995994659546061
PFM3T7T02,0.99,TNR_cort,SCAN,10,70,0.997267271558191
PFM3T7T02,0.99,TNR_cort,SCAN,15,70,0.997195827677359
PFM3T7T02,0.99,TNR_cort,SCAN,20,70,0.997160105736944
PFM3T7T02,0.99,TNR_cort,SCAN,25,70,0.997195827677359
PFM3T7T02,0.99,TNR_cort,SCAN,30,70,0.996588554690291
PFM3T7T02,0.99,TNR_cort,SCAN,35,70,0.998142459098378
PFM3T7T02,0.99,TNR_cort,SCAN,40,70,0.998999785668357
PFM3T7T02,0.99,TNR_cort,SCAN,45,70,0.998035293277131
PFM3T7T02,0.99,TNR_cort,SCAN,5,70,0.999678502536258
PFM3T7T02,0.99,TNR_cort,SCAN,50,70,0.997803100664428
PFM3T7T02,0.99,TNR_cort,SCAN,55,70,0.995641923269272
PFM3T7T02,0.99,TNR_cort,SCAN,60,70,0.996267057226549
PFM3T7T02,0.99,TNR_cort,SCAN,65,70,0.996017003643638
PFM3T7T02,0.99,TNR_cort,SCAN,70,70,0.996177752375509
PFM3T7T02,0.99,TNR_cort,SMd,10,70,0.999764514083869
PFM3T7T02,0.99,TNR_cort,SMd,15,70,0.999981885698759
PFM3T7T02,0.99,TNR_cort,SMd,20,70,0.9969386830903
PFM3T7T02,0.99,TNR_cort,SMd,25,70,0.996558282764242
PFM3T7T02,0.99,TNR_cort,SMd,30,70,0.994076623494249
PFM3T7T02,0.99,TNR_cort,SMd,35,70,0.993913594783081
PFM3T7T02,0.99,TNR_cort,SMd,40,70,0.994656281133955
PFM3T7T02,0.99,TNR_cort,SMd,45,70,0.992645593696223
PFM3T7T02,0.99,TNR_cort,SMd,5,70,1.0
PFM3T7T02,0.99,TNR_cort,SMd,50,70,0.992120278960239
PFM3T7T02,0.99,TNR_cort,SMd,55,70,0.992029707454035
PFM3T7T02,0.99,TNR_cort,SMd,60,70,0.991160220994475
PFM3T7T02,0.99,TNR_cort,SMd,65,70,0.990471877547324
PFM3T7T02,0.99,TNR_cort,SMd,70,70,0.987736618059958
PFM3T7T02,0.99,TNR_cort,SMl,10,70,0.983123544755869
PFM3T7T02,0.99,TNR_cort,SMl,15,70,0.983438665289473
PFM3T7T02,0.99,TNR_cort,SMl,20,70,0.990161236673027
PFM3T7T02,0.99,TNR_cort,SMl,25,70,0.99124665184433
PFM3T7T02,0.99,TNR_cort,SMl,30,70,0.984524080460776
PFM3T7T02,0.99,TNR_cort,SMl,35,70,0.9888832478423
PFM3T7T02,0.99,TNR_cort,SMl,40,70,0.996411127256176
PFM3T7T02,0.99,TNR_cort,SMl,45,70,0.992612174156615
PFM3T7T02,0.99,TNR_cort,SMl,5,70,0.981723009050962
PFM3T7T02,0.99,TNR_cort,SMl,50,70,0.98928590185746
PFM3T7T02,0.99,TNR_cort,SMl,55,70,0.988463087130828
PFM3T7T02,0.99,TNR_cort,SMl,60,70,0.991859386215227
PFM3T7T02,0.99,TNR_cort,SMl,65,70,0.992822254512351
PFM3T7T02,0.99,TNR_cort,SMl,70,70,0.991649305859491
PFM3T7T02,0.99,TNR_cort,Sal,10,70,1.0
PFM3T7T02,0.99,TNR_cort,Sal,15,70,1.0
PFM3T7T02,0.99,TNR_cort,Sal,20,70,1.0
PFM3T7T02,0.99,TNR_cort,Sal,25,70,0.999876504004799
PFM3T7T02,0.99,TNR_cort,Sal,30,70,0.999276666313821
PFM3T7T02,0.99,TNR_cort,Sal,35,70,0.999664796584454
PFM3T7T02,0.99,TNR_cort,Sal,40,70,0.999629512014396
PFM3T7T02,0.99,TNR_cort,Sal,45,70,0.999700081154511
PFM3T7T02,0.99,TNR_cort,Sal,5,70,
PFM3T7T02,0.99,TNR_cort,Sal,50,70,0.999664796584454
PFM3T7T02,0.99,TNR_cort,Sal,55,70,0.999382520023994
PFM3T7T02,0.99,TNR_cort,Sal,60,70,0.999805934864684
PFM3T7T02,0.99,TNR_cort,Sal,65,70,0.999841219434741
PFM3T7T02,0.99,TNR_cort,Sal,70,70,0.999929430859885
PFM3T7T02,0.99,TNR_cort,Tpole,10,70,0.999574562224529
PFM3T7T02,0.99,TNR_cort,Tpole,15,70,0.999472457158416
PFM3T7T02,0.99,TNR_cort,Tpole,20,70,0.999795789867774
PFM3T7T02,0.99,TNR_cort,Tpole,25,70,0.999795789867774
PFM3T7T02,0.99,TNR_cort,Tpole,30,70,0.999506492180454
PFM3T7T02,0.99,TNR_cort,Tpole,35,70,0.999081054404983
PFM3T7T02,0.99,TNR_cort,Tpole,40,70,0.999234212004152
PFM3T7T02,0.99,TNR_cort,Tpole,45,70,0.999183159471096
PFM3T7T02,0.99,TNR_cort,Tpole,5,70,
PFM3T7T02,0.99,TNR_cort,Tpole,50,70,0.999200176982115
PFM3T7T02,0.99,TNR_cort,Tpole,55,70,0.999302282048228
PFM3T7T02,0.99,TNR_cort,Tpole,60,70,0.999455439647397
PFM3T7T02,0.99,TNR_cort,Tpole,65,70,0.99955754471351
PFM3T7T02,0.99,TNR_cort,Tpole,70,70,0.999540527202491
PFM3T7T02,0.99,TNR_cort,VAN,10,70,0.998231913953146
PFM3T7T02,0.99,TNR_cort,VAN,15,70,0.996261234713423
PFM3T7T02,0.99,TNR_cort,VAN,20,70,0.998250331516134
PFM3T7T02,0.99,TNR_cort,VAN,25,70,0.999005451598645
PFM3T7T02,0.99,TNR_cort,VAN,30,70,0.999300132606454
PFM3T7T02,0.99,TNR_cort,VAN,35,70,0.999373802858406
PFM3T7T02,0.99,TNR_cort,VAN,40,70,0.99952114336231
PFM3T7T02,0.99,TNR_cort,VAN,45,70,0.999226462354501
PFM3T7T02,0.99,TNR_cort,VAN,5,70,0.99933696773243
PFM3T7T02,0.99,TNR_cort,VAN,50,70,0.999244879917489
PFM3T7T02,0.99,TNR_cort,VAN,55,70,0.998213496390158
PFM3T7T02,0.99,TNR_cort,VAN,60,70,0.997863562693384
PFM3T7T02,0.99,TNR_cort,VAN,65,70,0.997992485634301
PFM3T7T02,0.99,TNR_cort,VAN,70,70,0.99780831000442
PFM3T7T02,0.99,TNR_cort,Vis,10,70,0.994381916558264
PFM3T7T02,0.99,TNR_cort,Vis,15,70,0.992967969383331
PFM3T7T02,0.99,TNR_cort,Vis,20,70,0.992440095771355
PFM3T7T02,0.99,TNR_cort,Vis,25,70,0.989084327809513
PFM3T7T02,0.99,TNR_cort,Vis,30,70,0.992836000980337
PFM3T7T02,0.99,TNR_cort,Vis,35,70,0.993213053560319
PFM3T7T02,0.99,TNR_cort,Vis,40,70,0.995946684765191
PFM3T7T02,0.99,TNR_cort,Vis,45,70,0.994551590219256
PFM3T7T02,0.99,TNR_cort,Vis,5,70,0.994909790170239
PFM3T7T02,0.99,TNR_cort,Vis,50,70,0.995381105895217
PFM3T7T02,0.99,TNR_cort,Vis,55,70,0.994966348057237
PFM3T7T02,0.99,TNR_cort,Vis,60,70,0.994174537639274
PFM3T7T02,0.99,TNR_cort,Vis,65,70,0.993269611447316
PFM3T7T02,0.99,TNR_cort,Vis,70,70,0.992892558867334
PFM3T7T02,0.99,TN_cort,Aud,10,70,55349.0
PFM3T7T02,0.99,TN_cort,Aud,15,70,55324.0
PFM3T7T02,0.99,TN_cort,Aud,20,70,55307.0
PFM3T7T02,0.99,TN_cort,Aud,25,70,55308.0
PFM3T7T02,0.99,TN_cort,Aud,30,70,55323.0
PFM3T7T02,0.99,TN_cort,Aud,35,70,55305.0
PFM3T7T02,0.99,TN_cort,Aud,40,70,55315.0
PFM3T7T02,0.99,TN_cort,Aud,45,70,55273.0
PFM3T7T02,0.99,TN_cort,Aud,5,70,55348.0
PFM3T7T02,0.99,TN_cort,Aud,50,70,55290.0
PFM3T7T02,0.99,TN_cort,Aud,55,70,55250.0
PFM3T7T02,0.99,TN_cort,Aud,60,70,55211.0
PFM3T7T02,0.99,TN_cort,Aud,65,70,55200.0
PFM3T7T02,0.99,TN_cort,Aud,70,70,55156.0
PFM3T7T02,0.99,TN_cort,AMN,10,70,51090.0
PFM3T7T02,0.99,TN_cort,AMN,15,70,50575.0
PFM3T7T02,0.99,TN_cort,AMN,20,70,50425.0
PFM3T7T02,0.99,TN_cort,AMN,25,70,50610.0
PFM3T7T02,0.99,TN_cort,AMN,30,70,51008.0
PFM3T7T02,0.99,TN_cort,AMN,35,70,51397.0
PFM3T7T02,0.99,TN_cort,AMN,40,70,51883.0
PFM3T7T02,0.99,TN_cort,AMN,45,70,51554.0
PFM3T7T02,0.99,TN_cort,AMN,5,70,49595.0
PFM3T7T02,0.99,TN_cort,AMN,50,70,51621.0
PFM3T7T02,0.99,TN_cort,AMN,55,70,51466.0
PFM3T7T02,0.99,TN_cort,AMN,60,70,51358.0
PFM3T7T02,0.99,TN_cort,AMN,65,70,51296.0
PFM3T7T02,0.99,TN_cort,AMN,70,70,51472.0
PFM3T7T02,0.99,TN_cort,DAN,10,70,54227.0
PFM3T7T02,0.99,TN_cort,DAN,15,70,54248.0
PFM3T7T02,0.99,TN_cort,DAN,20,70,54321.0
PFM3T7T02,0.99,TN_cort,DAN,25,70,54303.0
PFM3T7T02,0.99,TN_cort,DAN,30,70,54326.0
PFM3T7T02,0.99,TN_cort,DAN,35,70,54308.0
PFM3T7T02,0.99,TN_cort,DAN,40,70,54301.0
PFM3T7T02,0.99,TN_cort,DAN,45,70,54303.0
PFM3T7T02,0.99,TN_cort,DAN,5,70,54380.0
PFM3T7T02,0.99,TN_cort,DAN,50,70,54265.0
PFM3T7T02,0.99,TN_cort,DAN,55,70,54219.0
PFM3T7T02,0.99,TN_cort,DAN,60,70,54130.0
PFM3T7T02,0.99,TN_cort,DAN,65,70,54100.0
PFM3T7T02,0.99,TN_cort,DAN,70,70,54095.0
PFM3T7T02,0.99,TN_cort,DMN,10,70,51035.0
PFM3T7T02,0.99,TN_cort,DMN,15,70,50971.0
PFM3T7T02,0.99,TN_cort,DMN,20,70,50589.0
PFM3T7T02,0.99,TN_cort,DMN,25,70,50432.0
PFM3T7T02,0.99,TN_cort,DMN,30,70,50473.0
PFM3T7T02,0.99,TN_cort,DMN,35,70,50635.0
PFM3T7T02,0.99,TN_cort,DMN,40,70,50914.0
PFM3T7T02,0.99,TN_cort,DMN,45,70,50688.0
PFM3T7T02,0.99,TN_cort,DMN,5,70,50999.0
PFM3T7T02,0.99,TN_cort,DMN,50,70,50608.0
PFM3T7T02,0.99,TN_cort,DMN,55,70,50816.0
PFM3T7T02,0.99,TN_cort,DMN,60,70,50771.0
PFM3T7T02,0.99,TN_cort,DMN,65,70,50767.0
PFM3T7T02,0.99,TN_cort,DMN,70,70,50802.0
PFM3T7T02,0.99,TN_cort,FP,10,70,53119.0
PFM3T7T02,0.99,TN_cort,FP,15,70,53020.0
PFM3T7T02,0.99,TN_cort,FP,20,70,53056.0
PFM3T7T02,0.99,TN_cort,FP,25,70,53214.0
PFM3T7T02,0.99,TN_cort,FP,30,70,53176.0
PFM3T7T02,0.99,TN_cort,FP,35,70,53278.0
PFM3T7T02,0.99,TN_cort,FP,40,70,53384.0
PFM3T7T02,0.99,TN_cort,FP,45,70,53343.0
PFM3T7T02,0.99,TN_cort,FP,5,70,53328.0
PFM3T7T02,0.99,TN_cort,FP,50,70,53370.0
PFM3T7T02,0.99,TN_cort,FP,55,70,53251.0
PFM3T7T02,0.99,TN_cort,FP,60,70,53287.0
PFM3T7T02,0.99,TN_cort,FP,65,70,53196.0
PFM3T7T02,0.99,TN_cort,FP,70,70,53158.0
PFM3T7T02,0.99,TN_cort,MTL,10,70,56129.0
PFM3T7T02,0.99,TN_cort,MTL,15,70,56121.0
PFM3T7T02,0.99,TN_cort,MTL,20,70,56107.0
PFM3T7T02,0.99,TN_cort,MTL,25,70,56092.0
PFM3T7T02,0.99,TN_cort,MTL,30,70,56003.0
PFM3T7T02,0.99,TN_cort,MTL,35,70,56045.0
PFM3T7T02,0.99,TN_cort,MTL,40,70,56177.0
PFM3T7T02,0.99,TN_cort,MTL,45,70,56121.0
PFM3T7T02,0.99,TN_cort,MTL,5,70,56225.0
PFM3T7T02,0.99,TN_cort,MTL,50,70,56163.0
PFM3T7T02,0.99,TN_cort,MTL,55,70,56173.0
PFM3T7T02,0.99,TN_cort,MTL,60,70,56176.0
PFM3T7T02,0.99,TN_cort,MTL,65,70,56136.0
PFM3T7T02,0.99,TN_cort,MTL,70,70,56148.0
PFM3T7T02,0.99,TN_cort,PMN,10,70,58304.0
PFM3T7T02,0.99,TN_cort,PMN,15,70,58283.0
PFM3T7T02,0.99,TN_cort,PMN,20,70,58285.0
PFM3T7T02,0.99,TN_cort,PMN,25,70,58306.0
PFM3T7T02,0.99,TN_cort,PMN,30,70,58306.0
PFM3T7T02,0.99,TN_cort,PMN,35,70,58278.0
PFM3T7T02,0.99,TN_cort,PMN,40,70,58304.0
PFM3T7T02,0.99,TN_cort,PMN,45,70,58264.0
PFM3T7T02,0.99,TN_cort,PMN,5,70,58283.0
PFM3T7T02,0.99,TN_cort,PMN,50,70,58266.0
PFM3T7T02,0.99,TN_cort,PMN,55,70,58261.0
PFM3T7T02,0.99,TN_cort,PMN,60,70,58259.0
PFM3T7T02,0.99,TN_cort,PMN,65,70,58229.0
PFM3T7T02,0.99,TN_cort,PMN,70,70,58208.0
PFM3T7T02,0.99,TN_cort,PON,10,70,56822.0
PFM3T7T02,0.99,TN_cort,PON,15,70,56761.0
PFM3T7T02,0.99,TN_cort,PON,20,70,56831.0
PFM3T7T02,0.99,TN_cort,PON,25,70,56857.0
PFM3T7T02,0.99,TN_cort,PON,30,70,56869.0
PFM3T7T02,0.99,TN_cort,PON,35,70,56858.0
PFM3T7T02,0.99,TN_cort,PON,40,70,56789.0
PFM3T7T02,0.99,TN_cort,PON,45,70,56766.0
PFM3T7T02,0.99,TN_cort,PON,5,70,56786.0
PFM3T7T02,0.99,TN_cort,PON,50,70,56753.0
PFM3T7T02,0.99,TN_cort,PON,55,70,56742.0
PFM3T7T02,0.99,TN_cort,PON,60,70,56774.0
PFM3T7T02,0.99,TN_cort,PON,65,70,56671.0
PFM3T7T02,0.99,TN_cort,PON,70,70,56696.0
PFM3T7T02,0.99,TN_cort,SCAN,10,70,55835.0
PFM3T7T02,0.99,TN_cort,SCAN,15,70,55831.0
